episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,pid,agent,run_id
1,73,-0.1371892286115109,0.0041743992871049,0.0,-10.014813688640295,0.3047311479586624,0.0,pid_13260,KL001,1
1,17,-0.1640417296639463,-0.0007472122606014,0.0,-2.788709404287088,-0.0127026084302245,0.0,pid_13260,KL003,1
2,35,-0.1108499733068497,0.0086949364588644,0.0,-3.8797490657397415,0.3043227760602549,0.0,pid_13260,KL003,1
3,29,-0.1749126704273566,-0.0025873225580087,0.0,-5.072467442393343,-0.0750323541822547,0.0,pid_13260,KL003,1
4,28,-0.1165736331501505,0.0091157639120417,0.0,-3.264061728204216,0.2552413895371702,0.0,pid_13260,KL003,1
5,98,-0.1312625614227937,0.005665598650771,0.0,-12.863731019433782,0.5552286677755635,0.0,pid_13260,KL003,1
1,4,-0.0793013176423185,0.0204893797579626,0.0,-0.3172052705692743,0.0819575190318504,0.0,pid_13260,KL004,1
2,46,-0.1731965678891575,-0.0033199560198018,0.0,-7.967042122901248,-0.1527179769108838,0.0,pid_13260,KL004,1
3,15,-0.1184173584309013,0.0092007736131969,0.0,-1.77626037646352,0.138011604197954,0.0,pid_13260,KL004,1
4,50,-0.1539203704157628,0.0016107519750093,-0.02,-7.696018520788141,0.0805375987504674,-1.0,pid_13260,KL004,1
1,9,-0.131590873227661,0.0066513668620725,0.0,-1.184317859048949,0.0598623017586529,0.0,pid_13260,KL005,1
2,38,-0.1934617548829829,-0.0060953516420756,0.0,-7.3515466855533536,-0.231623362398874,0.0,pid_13260,KL005,1
3,151,-0.153993093131634,0.0006007855801796,0.0,-23.25295706287673,0.0907186226071254,0.0,pid_13260,KL005,1
1,15,-0.1493834604123659,0.0023316919492001,0.0,-2.240751906185489,0.0349753792380016,0.0,pid_13260,KL006,1
2,129,-0.1613222864735455,-0.0007396801672337,0.0,-20.81057495508738,-0.0954187415731583,0.0,pid_13260,KL006,1
1,41,-0.1939097513844507,-0.0054158836622752,0.0,-7.950299806762482,-0.2220512301532848,0.0,pid_16720,KL002,1
2,39,-0.1634538265652466,-0.0009009308822369,0.0,-6.374699236044617,-0.0351363044072429,0.0,pid_16720,KL002,1
3,20,-0.1448753680242555,0.0023629246155917,0.0,-2.897507360485112,0.0472584923118343,0.0,pid_16720,KL002,1
4,30,-0.1698099317292558,-0.0016738248458438,0.0,-5.094297951877674,-0.0502147453753146,0.0,pid_16720,KL002,1
5,15,-0.0874661649211802,0.0134463319573639,0.0,-1.3119924738177036,0.2016949793604587,0.0,pid_16720,KL002,1
6,68,-0.1388939292354651,0.0038377144086415,0.0,-9.444787188011633,0.2609645797876272,0.0,pid_16720,KL002,1
1,14,-0.1101317643029668,0.011102248721875,0.0,-1.5418447002415356,0.1554314821062504,0.0,pid_16720,KL003,1
2,77,-0.1855182871899029,-0.0045087198648423,-0.0259740259740259,-14.284908113622526,-0.3471714295928628,-2.0,pid_16720,KL003,1
1,5,-0.1100191613023349,0.0152637340544286,0.0,-0.5500958065116748,0.076318670272143,0.0,pid_16720,KL004,1
2,6,-0.1898565515444261,-0.0039289605989136,0.0,-1.1391393092665572,-0.0235737635934821,0.0,pid_16720,KL004,1
3,12,-0.0691344334816682,0.0163373660134856,0.0,-0.8296132017800191,0.1960483921618281,0.0,pid_16720,KL004,1
4,37,-0.1932032845154409,-0.0059516721499359,0.0,-7.148521527071313,-0.2202118695476301,0.0,pid_16720,KL004,1
5,2,-0.1301057570968994,0.0152831932328244,0.0,-0.2602115141937988,0.0305663864656488,0.0,pid_16720,KL004,1
6,14,-0.1457340700834538,0.0034855617477466,0.0,-2.040276981168354,0.0487978644684535,0.0,pid_16720,KL004,1
7,82,-0.1347733218695322,0.0048238373597397,0.0,-11.051412393301648,0.3955546634986633,0.0,pid_16720,KL004,1
1,6,-0.1224356576880711,0.0104830650375693,0.0,-0.7346139461284271,0.0628983902254162,0.0,pid_16720,KL005,1
2,44,-0.1995905037506573,-0.0072360034913408,0.0,-8.781982165028921,-0.3183841536189952,0.0,pid_16720,KL005,1
3,55,-0.1172925717801876,0.0076826298842966,0.0,-6.451091447910321,0.4225446436363181,0.0,pid_16720,KL005,1
1,58,-0.106883125277484,0.0097669995118807,-0.0172413793103448,-6.199221266094075,0.5664859716890852,-1.0,pid_16720,KL006,1
2,14,-0.1111171507117725,0.0103353610801902,0.0,-1.555640109964816,0.1446950551226637,0.0,pid_16720,KL006,1
3,6,-0.2000034662534614,-0.0049298397234087,0.0,-1.2000207975207688,-0.0295790383404525,0.0,pid_16720,KL006,1
4,10,-0.2043279156723345,-0.0031894590841816,0.0,-2.043279156723345,-0.0318945908418167,0.0,pid_16720,KL006,1
5,144,-0.1468426939763187,0.0015946945506493,0.0,-21.145347932589893,0.2296360152935114,0.0,pid_16720,KL006,1
1,51,-0.1068461973915747,0.010492581550623,0.0,-5.449156066970311,0.5351216590817743,0.0,pid_1732,KL001,1
2,21,-0.1471624076377306,0.004262085367723,0.0,-3.0904105603923435,0.0895037927221832,0.0,pid_1732,KL001,1
3,115,-0.1617839610562912,-0.0003198195604256,0.0,-18.60515552147349,-0.036779249448949,0.0,pid_1732,KL001,1
4,50,-0.1127159294783011,0.0093491248043116,-0.04,-5.635796473915055,0.4674562402155832,-2.0,pid_1732,KL001,1
5,32,-0.1749657436057293,-0.0035536133589022,0.0,-5.598903795383338,-0.1137156274848717,0.0,pid_1732,KL001,1
6,31,-0.1774230671251454,-0.0033277891359967,0.0,-5.5001150808795085,-0.1031614632158983,0.0,pid_1732,KL001,1
7,42,-0.1441284673729281,0.0036408422552991,0.0,-6.053395629662983,0.1529153747225639,0.0,pid_1732,KL001,1
1,16,-0.2299514545894471,-0.0119901422542187,0.0,-3.6792232734311536,-0.1918422760674998,0.0,pid_1732,KL002,1
2,41,-0.1835749538786277,-0.0039932976265435,-0.048780487804878,-7.5265731090237376,-0.1637252026882851,-2.0,pid_1732,KL002,1
3,47,-0.1043098310371851,0.0100533862329425,-0.0212765957446808,-4.9025620587477,0.4725091529482997,-1.0,pid_1732,KL002,1
4,78,-0.145061234226157,0.0027105628105966,-0.0256410256410256,-11.314776269640245,0.211423899226537,-2.0,pid_1732,KL002,1
1,106,-0.1537597210418259,0.0011944160435245,-0.0283018867924528,-16.298530430433544,0.1266081006136051,-3.0,pid_1732,KL004,1
2,33,-0.1655312381741011,-0.0004805642790378,-0.0303030303030303,-5.462530859745336,-0.0158586212082493,-1.0,pid_1732,KL004,1
3,25,-0.1903016261179023,-0.005523772759879,0.0,-4.757540652947559,-0.1380943189969772,0.0,pid_1732,KL004,1
4,32,-0.0643777475034043,0.0181069114917698,-0.0625,-2.0600879201089377,0.5794211677366354,-2.0,pid_1732,KL004,1
5,27,-0.2061358485065062,-0.0079672484068983,0.0,-5.565667909675668,-0.2151157069862554,0.0,pid_1732,KL004,1
6,71,-0.13802521205609,0.0040045145161219,0.0,-9.79979005598239,0.2843205306446555,0.0,pid_1732,KL004,1
1,11,-0.1849537852656789,-0.0024426053820186,0.0,-2.0344916379224687,-0.026868659202205,0.0,pid_1732,KL005,1
2,12,-0.1900886723603732,-0.0042487772453583,-0.1666666666666666,-2.2810640683244783,-0.0509853269443001,-2.0,pid_1732,KL005,1
3,51,-0.1800055447210193,-0.0034927333296949,-0.0196078431372549,-9.180282780771984,-0.1781293998144407,-1.0,pid_1732,KL005,1
4,1,-0.3116630640242033,-0.0024808841734922,0.0,-0.3116630640242033,-0.0024808841734922,0.0,pid_1732,KL005,1
5,7,-0.1125711086666558,0.0108412098803351,0.0,-0.7879977606665909,0.0758884691623459,0.0,pid_1732,KL005,1
6,40,-0.1089996014863583,0.0096692679964479,0.0,-4.359984059454334,0.386770719857918,0.0,pid_1732,KL005,1
7,29,-0.1759717808336259,-0.002698101445146,-0.0344827586206896,-5.103181644175152,-0.0782449419092363,-1.0,pid_1732,KL005,1
8,129,-0.1609769470635247,0.0001499734583457,0.0,-20.766026171194696,0.0193465761265997,0.0,pid_1732,KL005,1
1,20,-0.2038655794219307,-0.0067526281805434,0.0,-4.077311588438614,-0.1350525636108688,0.0,pid_22192,KL001,1
2,11,-0.1952722966658062,-0.0046212505119493,0.0,-2.1479952633238693,-0.0508337556314428,0.0,pid_22192,KL001,1
3,8,-0.1006935338881923,0.0150069624311857,0.0,-0.805548271105539,0.1200556994494857,0.0,pid_22192,KL001,1
4,62,-0.1062056024950266,0.0100238693178795,-0.032258064516129,-6.5847473546916495,0.6214798977085314,-2.0,pid_22192,KL001,1
5,19,-0.1662177084876623,-0.0018643295898164,0.0,-3.158136461265584,-0.0354222622065124,0.0,pid_22192,KL001,1
6,259,-0.1542512116885751,0.0016903602276875,0.0,-39.95106382734095,0.437803298971067,0.0,pid_22192,KL001,1
1,36,-0.1709957671886597,-0.0017279039368878,0.0,-6.155847618791751,-0.062204541727963,0.0,pid_22192,KL003,1
2,43,-0.134116127520611,0.0048567678639371,0.0,-5.766993483386276,0.2088410181492968,0.0,pid_22192,KL003,1
3,8,-0.1870964307446052,-0.0032685201535308,0.0,-1.4967714459568418,-0.0261481612282466,0.0,pid_22192,KL003,1
4,7,-0.2298789098909287,-0.0084377988372495,0.0,-1.609152369236501,-0.059064591860747,0.0,pid_22192,KL003,1
5,114,-0.1325065948298397,0.4437272323711649,0.0,-15.10575181060173,50.5849044903128,0.0,pid_22192,KL003,1
1,7,-0.0860183228207166,0.0167995442026816,0.0,-0.6021282597450167,0.1175968094187712,0.0,pid_22192,KL004,1
2,85,-0.1139572965001026,0.0064032022240701,0.0,-9.686370202508725,0.5442721890459626,0.0,pid_22192,KL004,1
1,41,-0.136672970591403,0.0037319314491884,0.0,-5.603591794247523,0.153009189416726,0.0,pid_22192,KL005,1
1,36,-0.0931151916268292,0.0135865881131803,0.0,-3.352146898565852,0.489117172074494,0.0,pid_22192,KL006,1
2,21,-0.1522800653226458,0.0019445017473524,0.0,-3.1978813717755625,0.0408345366944012,0.0,pid_22192,KL006,1
3,63,-0.1095195039978311,0.0078057661459831,0.0,-6.899728751863364,0.4917632671969374,0.0,pid_22192,KL006,1
1,58,-0.1985516154975479,-0.0058138086270809,-0.0172413793103448,-11.51599369885778,-0.3372009003706926,-1.0,pid_25396,KL002,1
2,50,-0.1198751608120871,0.0047035830183148,0.0,-5.993758040604359,0.235179150915742,0.0,pid_25396,KL002,1
3,21,-0.1012013355591009,0.0113328069111232,0.0,-2.1252280467411198,0.2379889451335882,0.0,pid_25396,KL002,1
4,6,-0.1219034389524526,0.0111576571941729,0.0,-0.7314206337147159,0.0669459431650379,0.0,pid_25396,KL002,1
5,104,-0.1226772154242145,0.0060818526489736,0.0,-12.758430404118313,0.6325126754932614,0.0,pid_25396,KL002,1
1,105,-0.1486654499616907,0.0017277819232107,0.0,-15.609872245977533,0.1814171019371279,0.0,pid_25396,KL003,1
1,21,-0.1453580561492857,0.0033913613767906,-0.0476190476190476,-3.0525191791350013,0.0712185889126035,-1.0,pid_25396,KL004,1
2,108,-0.1828341249689357,-0.0037247763926527,0.0,-19.74608549664505,-0.402275850406495,0.0,pid_25396,KL004,1
3,12,-0.1388151857964736,0.0048601541223089,0.0,-1.665782229557684,0.0583218494677076,0.0,pid_25396,KL004,1
4,139,-0.1467678656730267,0.0016424293930464,0.0,-20.400733328550714,0.22829768563346,0.0,pid_25396,KL004,1
1,33,-0.1237185686968092,0.006939312975654,0.0,-4.082712766994706,0.2289973281965849,0.0,pid_25396,KL005,1
2,153,-0.1758690580627629,-0.0038667613194286,0.0,-26.90796588360273,-0.5916144818725901,0.0,pid_25396,KL005,1
3,59,-0.1871569425489181,-0.0053792036300607,0.0,-11.042259610386168,-0.317373014173585,0.0,pid_25396,KL005,1
1,40,-0.1963170876180108,-0.0064759595163541,0.0,-7.852683504720435,-0.2590383806541652,0.0,pid_26316,KL002,1
2,29,-0.1593231755645226,0.0007953531709599,-0.0689655172413793,-4.620372091371157,0.0230652419578399,-2.0,pid_26316,KL002,1
3,119,-0.1687746653598665,-0.0016075548385475,-0.0084033613445378,-20.08418517782411,-0.1912990257871601,-1.0,pid_26316,KL002,1
4,84,-0.1481209454272842,0.0022788965814519,-0.0119047619047619,-12.442159415891874,0.1914273128419661,-1.0,pid_26316,KL002,1
5,9,-0.1884690604107361,-0.0032572829235701,0.0,-1.6962215436966253,-0.029315546312131,0.0,pid_26316,KL002,1
6,28,-0.2099929704638403,-0.0083427328579619,0.0,-5.879803172987531,-0.2335965200229345,0.0,pid_26316,KL002,1
1,10,-0.2216415904120399,-0.009791534592398,0.0,-2.2164159041204,-0.0979153459239801,0.0,pid_26316,KL004,1
2,60,-0.1258561459055426,0.0069298327508,-0.0333333333333333,-7.551368754332556,0.4157899650480007,-2.0,pid_26316,KL004,1
3,13,-0.1423851567779903,0.0051403364198459,0.0,-1.851007038113874,0.0668243734579976,0.0,pid_26316,KL004,1
4,38,-0.1207814258394675,0.0076134181056425,0.0,-4.589694181899765,0.2893098880144186,0.0,pid_26316,KL004,1
5,29,-0.1673474511591828,-0.0011724867985985,0.0,-4.853076083616302,-0.0340021171593587,0.0,pid_26316,KL004,1
6,11,-0.1114374270940448,0.0114283374673303,0.0,-1.2258116980344933,0.1257117121406336,0.0,pid_26316,KL004,1
7,84,-0.1194639463549058,0.0065844171147382,0.0,-10.034971493812089,0.5530910376380112,0.0,pid_26316,KL004,1
8,32,-0.1024661719978468,0.011518556746708,-0.03125,-3.2789175039311003,0.3685938158946567,-1.0,pid_26316,KL004,1
1,28,-0.1736929992807758,-0.0024511261199558,0.0,-4.863403979861724,-0.0686315313587651,0.0,pid_26316,KL005,1
2,56,-0.1242206860590958,0.0085780797556863,0.0,-6.956358419309367,0.480372466318437,0.0,pid_26316,KL005,1
3,15,-0.1258932685806925,0.0063278535565674,0.0,-1.8883990287103876,0.0949178033485116,0.0,pid_26316,KL005,1
4,25,-0.0687709036161271,0.0163865322395317,0.0,-1.7192725904031787,0.4096633059882943,0.0,pid_26316,KL005,1
5,111,-0.1364184197202057,0.0036671694543185,0.0,-15.142444588942835,0.4070558094293558,0.0,pid_26316,KL005,1
1,74,-0.1684558589802967,-0.0010348354785047,0.0,-12.465733564541956,-0.0765778254093541,0.0,pid_26316,KL006,1
2,28,-0.1785454162428934,-0.0012979382189964,0.0,-4.999271654801015,-0.0363422701318994,0.0,pid_26316,KL006,1
3,11,-0.2340992622767702,-0.0093961465695406,0.0,-2.575091885044473,-0.1033576122649471,0.0,pid_26316,KL006,1
4,10,-0.1267484789825582,0.0081414063710391,0.0,-1.2674847898255823,0.0814140637103917,0.0,pid_26316,KL006,1
5,39,-0.145697909483804,0.0024996614210321,0.0,-5.682218469868356,0.0974867954202521,0.0,pid_26316,KL006,1
6,24,-0.1498985130624594,0.0021783759930871,-0.0833333333333333,-3.5975643134990265,0.0522810238340922,-2.0,pid_26316,KL006,1
7,4,-0.0665677105474993,0.0213540607745832,0.0,-0.2662708421899974,0.0854162430983329,0.0,pid_26316,KL006,1
8,32,-0.0720417240731857,0.016551737332065,0.0,-2.305335170341944,0.5296555946260818,0.0,pid_26316,KL006,1
1,5,-0.054600481368805,0.0225428374083782,0.0,-0.2730024068440253,0.1127141870418913,0.0,pid_27012,KL001,1
2,21,-0.1979054673919497,-0.0061434043133965,0.0,-4.156014815230944,-0.1290114905813265,0.0,pid_27012,KL001,1
3,68,-0.1622832489726616,0.0005713680936607,0.0,-11.035260930140993,0.0388530303689277,0.0,pid_27012,KL001,1
1,57,-0.1760608254021999,-0.0024796703948333,0.0,-10.035467047925398,-0.1413412125055019,0.0,pid_27012,KL002,1
2,49,-0.1615401699288925,-0.0004633106708623,-0.0204081632653061,-7.915468326515732,-0.0227022228722562,-1.0,pid_27012,KL002,1
3,18,-0.1011753306564108,0.0115886158228589,0.0,-1.8211559518153944,0.208595084811461,0.0,pid_27012,KL002,1
4,44,-0.1258871295991716,0.0067255719267886,-0.0227272727272727,-5.539033702363552,0.2959251647786987,-1.0,pid_27012,KL002,1
1,85,-0.1226041658262001,0.005836173427494,0.0,-10.421354095227008,0.4960747413369906,0.0,pid_27012,KL003,1
2,6,-0.0738060006898684,0.0190997554917348,0.0,-0.4428360041392108,0.1145985329504092,0.0,pid_27012,KL003,1
3,13,-0.1590990190323227,0.0006682803608887,0.0,-2.068287247420195,0.0086876446915532,0.0,pid_27012,KL003,1
4,11,-0.1432672698488193,0.0051749195979553,0.0,-1.5759399683370123,0.0569241155775089,0.0,pid_27012,KL003,1
5,17,-0.1502647148370791,0.0017165831023864,0.0,-2.5545001522303457,0.0291819127405692,0.0,pid_27012,KL003,1
6,27,-0.0769388829382594,0.0158958306858306,0.0,-2.077349839333005,0.4291874285174273,0.0,pid_27012,KL003,1
7,58,-0.1791229131871444,-0.0037010750209862,0.0,-10.389128964854375,-0.2146623512172051,0.0,pid_27012,KL003,1
8,54,-0.1350058700587557,0.0044417391747503,0.0,-7.290316983172808,0.239853915436518,0.0,pid_27012,KL003,1
1,84,-0.1651851307903504,-0.0017102399509281,0.0,-13.875550986389438,-0.1436601558779638,0.0,pid_27012,KL005,1
2,57,-0.1206045254104574,0.007938645060921,-0.0175438596491228,-6.874457948396073,0.4525027684725007,-1.0,pid_27012,KL005,1
1,29,-0.2495705783139515,-0.0155562273385319,0.0,-7.2375467711045935,-0.4511305928174259,0.0,pid_27012,KL006,1
2,4,-0.1508361377814603,0.0057950800689997,0.0,-0.6033445511258412,0.0231803202759989,0.0,pid_27012,KL006,1
3,67,-0.176317539049039,-0.0027236036111111,0.0,-11.813275116285611,-0.1824814419444473,0.0,pid_27012,KL006,1
4,9,-0.1160972989247546,0.0104523127062798,0.0,-1.0448756903227916,0.0940708143565187,0.0,pid_27012,KL006,1
5,90,-0.169728507927986,-0.0024407669820996,0.0,-15.275565713518745,-0.2196690283889706,0.0,pid_27012,KL006,1
6,41,-0.2218533338863616,-0.0095706129374139,0.0,-9.095986689340828,-0.3923951304339736,0.0,pid_27012,KL006,1
7,11,-0.1843061320867173,-0.0031376732716366,0.0,-2.0273674529538903,-0.034514405988003,0.0,pid_27012,KL006,1
8,21,-0.1372528968248476,0.0055274709457138,0.0,-2.8823108333217995,0.1160768898599916,0.0,pid_27012,KL006,1
9,79,-0.1368199694362319,0.0044888202402253,-0.0253164556962025,-10.80877758546232,0.3546167989778044,-2.0,pid_27012,KL006,1
1,3,-0.1502032456531504,0.0145767903168864,0.0,-0.4506097369594513,0.0437303709506594,0.0,pid_28004,KL001,1
2,31,-0.0632941123191099,0.0178568513170506,-0.032258064516129,-1.9621174818924096,0.5535623908285686,-1.0,pid_28004,KL001,1
3,3,-0.1280805938255492,0.0126641304017289,0.0,-0.3842417814766477,0.0379923912051867,0.0,pid_28004,KL001,1
4,38,-0.0898097667010975,0.0133313902279465,0.0,-3.4127711346417056,0.5065928286619676,0.0,pid_28004,KL001,1
5,13,-0.1156175371086023,0.0093842980724393,0.0,-1.5030279824118304,0.1219958749417114,0.0,pid_28004,KL001,1
6,102,-0.1789674061143303,-0.0031909473018274,-0.0098039215686274,-18.2546754236617,-0.3254766247863957,-1.0,pid_28004,KL001,1
7,41,-0.080362030967512,0.0132888921271767,0.0,-3.2948432696679943,0.5448445772142467,0.0,pid_28004,KL001,1
1,20,-0.0621741011019988,0.0200211211487948,0.0,-1.2434820220399767,0.4004224229758964,0.0,pid_28004,KL002,1
2,185,-0.1530638222821877,0.0012775241160944,0.0,-28.31680712220473,0.2363419614774695,0.0,pid_28004,KL002,1
1,45,-0.1407219514492012,0.0035485721085196,0.0,-6.332487815214054,0.1596857448833857,0.0,pid_28004,KL004,1
2,33,-0.1842141452638428,-0.0039284108750943,0.0,-6.079066793706812,-0.129637558878112,0.0,pid_28004,KL004,1
3,50,-0.2002691672909022,-0.0060449338559543,0.0,-10.013458364545114,-0.3022466927977199,0.0,pid_28004,KL004,1
1,129,-0.1534798900978088,0.0009869958658037,0.0,-19.798905822617336,0.1273224666886829,0.0,pid_28004,KL006,1
2,14,-0.2368416052887223,-0.0136108394951272,0.0,-3.3157824740421127,-0.190551752931782,0.0,pid_28004,KL006,1
3,5,-0.1101143328349074,0.0152984791866428,0.0,-0.5505716641745373,0.0764923959332144,0.0,pid_28004,KL006,1
4,60,-0.1065497783315983,0.010090156419544,0.0,-6.3929866998959,0.6054093851726412,0.0,pid_28004,KL006,1
5,59,-0.1433558360619833,0.0032260796896028,0.0,-8.457994327657016,0.1903387016865699,0.0,pid_28004,KL006,1
1,18,-0.0623437101500589,0.0193435924656916,0.0,-1.1221867827010614,0.3481846643824487,0.0,pid_29760,KL001,1
2,16,-0.1319983921256329,0.0070434498487672,0.0,-2.1119742740101275,0.1126951975802755,0.0,pid_29760,KL001,1
3,67,-0.1395673123702971,0.0034846244342504,0.0,-9.351009928809908,0.2334698370947812,0.0,pid_29760,KL001,1
4,15,-0.2381765723262253,-0.0129642384792459,-0.0666666666666666,-3.57264858489338,-0.1944635771886889,-1.0,pid_29760,KL001,1
5,27,-0.1331698876575057,0.0050882649068692,-0.074074074074074,-3.595586966752654,0.1373831524854692,-2.0,pid_29760,KL001,1
6,51,-0.1561320084382141,0.0007893334018011,0.0,-7.9627324303489235,0.0402560034918569,0.0,pid_29760,KL001,1
1,28,-0.2094996824397518,-0.0090959464338422,0.0,-5.865991108313052,-0.2546865001475831,0.0,pid_29760,KL003,1
2,43,-0.220033496959077,-0.0097863772185308,0.0,-9.461440369240313,-0.4208142203968257,0.0,pid_29760,KL003,1
3,79,-0.15176512176239,0.0018139157932765,0.0,-11.989444619228816,0.1432993476688453,0.0,pid_29760,KL003,1
4,70,-0.1377096879512332,0.0035582811992738,-0.1,-9.639678156586326,0.2490796839491712,-7.0,pid_29760,KL003,1
1,29,-0.1489126624808704,0.0019307628198499,0.0,-4.318467211945243,0.0559921217756487,0.0,pid_29760,KL004,1
2,141,-0.1609090075072229,-0.0006182446724968,0.0,-22.68817005851844,-0.087172498822051,0.0,pid_29760,KL004,1
3,4,-0.1402805676163508,0.0073435687776112,0.0,-0.5611222704654033,0.0293742751104451,0.0,pid_29760,KL004,1
4,64,-0.1207964594693407,0.0076957494026704,-0.0625,-7.730973406037809,0.4925279617709089,-4.0,pid_29760,KL004,1
5,12,-0.101594827164589,0.0132221532856601,0.0,-1.219137925975068,0.1586658394279219,0.0,pid_29760,KL004,1
6,46,-0.2165594064114939,-0.0100621483381203,0.0,-9.961732694928722,-0.4628588235535373,0.0,pid_29760,KL004,1
7,46,-0.1443912751510347,0.0027105862744374,0.0,-6.6419986569476,0.1246869686241218,0.0,pid_29760,KL004,1
1,54,-0.1081082168961207,0.0092655979313714,-0.0185185185185185,-5.83784371239052,0.5003422882940561,-1.0,pid_29760,KL006,1
2,7,-0.0837038965688145,0.0181897956207032,0.0,-0.5859272759817021,0.1273285693449229,0.0,pid_29760,KL006,1
3,17,-0.1829004125487808,-0.003887139700097,0.0,-3.109307013329274,-0.0660813749016496,0.0,pid_29760,KL006,1
4,67,-0.1682673339102801,-0.0017723042394944,-0.044776119402985,-11.273911371988769,-0.1187443840461278,-3.0,pid_29760,KL006,1
5,144,-0.152009261566913,-0.000248431344415,-0.0138888888888888,-21.889333665635476,-0.035774113595771,-2.0,pid_29760,KL006,1
1,53,-0.1748729586627173,-0.0020689839047697,0.0,-9.268266809124018,-0.1096561469527983,0.0,pid_33172,KL001,1
2,25,-0.1615757836393707,8.922128582813826e-05,0.0,-4.039394590984268,0.0022305321457034,0.0,pid_33172,KL001,1
3,48,-0.2008626873391896,-0.0069059589064905,-0.0416666666666666,-9.641408992281104,-0.3314860275115461,-2.0,pid_33172,KL001,1
1,1,-0.253255826825454,0.0133124393883889,0.0,-0.253255826825454,0.0133124393883889,0.0,pid_33172,KL002,1
2,22,-0.0877659976535392,0.0145533815669344,-0.0454545454545454,-1.930851948377864,0.3201743944725588,-1.0,pid_33172,KL002,1
3,20,-0.0804033785349661,0.015379088077026,0.0,-1.6080675706993235,0.3075817615405208,0.0,pid_33172,KL002,1
4,28,-0.1254968175256528,0.0072374390094831,-0.1785714285714285,-3.513910890718281,0.2026482922655275,-5.0,pid_33172,KL002,1
5,18,-0.1067090921601299,0.0095480639178072,-0.0555555555555555,-1.9207636588823396,0.1718651505205309,-1.0,pid_33172,KL002,1
6,44,-0.0881737729198662,0.0132239622854245,0.0,-3.8796460084741136,0.5818543405586782,0.0,pid_33172,KL002,1
1,7,-0.1571878918829814,0.0027472581143961,0.0,-1.1003152431808705,0.0192308068007733,0.0,pid_33172,KL003,1
2,16,-0.1674591123860085,-0.0007879703885355,0.0,-2.679345798176137,-0.0126075262165693,0.0,pid_33172,KL003,1
3,19,-0.1018816752565697,0.0104195872304283,0.0,-1.9357518298748249,0.1979721573781387,0.0,pid_33172,KL003,1
4,17,-0.1315222661783721,0.0056709896252458,0.0,-2.235878525032327,0.0964068236291801,0.0,pid_33172,KL003,1
5,40,-0.1910529976768437,-0.0057003033784772,0.0,-7.642119907073749,-0.2280121351390884,0.0,pid_33172,KL003,1
6,7,-0.1556742053447872,0.0029772483502039,0.0,-1.0897194374135106,0.0208407384514277,0.0,pid_33172,KL003,1
7,47,-0.1786205533147706,-0.0034979895376308,-0.0851063829787234,-8.39516600579422,-0.1644055082686504,-4.0,pid_33172,KL003,1
8,27,-0.1948348659824682,-0.0056823703555242,0.0,-5.260541381526643,-0.1534239995991538,0.0,pid_33172,KL003,1
1,10,-0.1619225235180799,0.0019606877506047,0.0,-1.6192252351808,0.0196068775060476,0.0,pid_33172,KL004,1
2,46,-0.199832798268487,-0.0073937000432663,0.0,-9.192308720350402,-0.3401102019902537,0.0,pid_33172,KL004,1
3,25,-0.0855802661852705,0.015113083765139,0.0,-2.1395066546317647,0.3778270941284751,0.0,pid_33172,KL004,1
4,16,-0.1733900291231045,-0.0020789686214339,-0.1875,-2.774240465969673,-0.0332634979429425,-3.0,pid_33172,KL004,1
